FIPS,Year,State,County,has_incentive,Program,Category,Benefit Type,Funding Level / Amount (Approx.),Incentive_CAT,COVID_program
36101,2021,New York,Steuben,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36101,2022,New York,Steuben,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36103,2016,New York,Suffolk,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36103,2017,New York,Suffolk,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36103,2018,New York,Suffolk,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36103,2019,New York,Suffolk,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36103,2020,New York,Suffolk,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36103,2021,New York,Suffolk,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36103,2022,New York,Suffolk,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36105,2016,New York,Sullivan,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36105,2017,New York,Sullivan,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36105,2018,New York,Sullivan,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36105,2019,New York,Sullivan,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36105,2020,New York,Sullivan,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36105,2021,New York,Sullivan,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36105,2022,New York,Sullivan,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36107,2016,New York,Tioga,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36107,2017,New York,Tioga,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36107,2018,New York,Tioga,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36107,2019,New York,Tioga,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36107,2020,New York,Tioga,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36107,2021,New York,Tioga,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36107,2022,New York,Tioga,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36109,2016,New York,Tompkins,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36109,2017,New York,Tompkins,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36109,2018,New York,Tompkins,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36109,2019,New York,Tompkins,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36109,2020,New York,Tompkins,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36109,2021,New York,Tompkins,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36109,2022,New York,Tompkins,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36111,2016,New York,Ulster,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36111,2017,New York,Ulster,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36111,2018,New York,Ulster,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36111,2019,New York,Ulster,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36111,2020,New York,Ulster,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36111,2021,New York,Ulster,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36111,2022,New York,Ulster,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36113,2016,New York,Warren,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36113,2017,New York,Warren,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36113,2018,New York,Warren,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36113,2019,New York,Warren,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36113,2020,New York,Warren,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36113,2021,New York,Warren,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36113,2022,New York,Warren,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36115,2016,New York,Washington,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36115,2017,New York,Washington,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36115,2018,New York,Washington,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36115,2019,New York,Washington,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36115,2020,New York,Washington,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36115,2021,New York,Washington,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36115,2022,New York,Washington,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36117,2016,New York,Wayne,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36117,2017,New York,Wayne,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36117,2018,New York,Wayne,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36117,2019,New York,Wayne,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36117,2020,New York,Wayne,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36117,2021,New York,Wayne,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36117,2022,New York,Wayne,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36119,2016,New York,Westchester,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36119,2017,New York,Westchester,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36119,2018,New York,Westchester,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36119,2019,New York,Westchester,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36119,2020,New York,Westchester,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36119,2021,New York,Westchester,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36119,2022,New York,Westchester,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36121,2016,New York,Wyoming,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36121,2017,New York,Wyoming,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36121,2018,New York,Wyoming,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36121,2019,New York,Wyoming,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36121,2020,New York,Wyoming,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36121,2021,New York,Wyoming,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36121,2022,New York,Wyoming,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36123,2016,New York,Yates,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36123,2017,New York,Yates,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36123,2018,New York,Yates,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36123,2019,New York,Yates,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,0
36123,2020,New York,Yates,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36123,2021,New York,Yates,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
36123,2022,New York,Yates,1,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2,
40143,2018,Oklahoma,Tulsa,1,Tulsa Remote,Remote worker relocation,Relocation payment; housing support,"$10,000 total (typically $2,500 upfront + $7,500 after 1 year) + access to subsidized/co?working housing",3,0
40143,2019,Oklahoma,Tulsa,1,Tulsa Remote,Remote worker relocation,Relocation payment; housing support,"$10,000 total (typically $2,500 upfront + $7,500 after 1 year) + access to subsidized/co?working housing",3,0
40143,2020,Oklahoma,Tulsa,1,Tulsa Remote,Remote worker relocation,Relocation payment; housing support,"$10,000 total (typically $2,500 upfront + $7,500 after 1 year) + access to subsidized/co?working housing",3,
40143,2021,Oklahoma,Tulsa,1,Tulsa Remote,Remote worker relocation,Relocation payment; housing support,"$10,000 total (typically $2,500 upfront + $7,500 after 1 year) + access to subsidized/co?working housing",3,
40143,2022,Oklahoma,Tulsa,1,Tulsa Remote,Remote worker relocation,Relocation payment; housing support,"$10,000 total (typically $2,500 upfront + $7,500 after 1 year) + access to subsidized/co?working housing",3,
48001,2016,Texas,Anderson,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,0
48001,2017,Texas,Anderson,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,0
48001,2018,Texas,Anderson,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,0
48001,2019,Texas,Anderson,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,0
48001,2020,Texas,Anderson,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,
48001,2021,Texas,Anderson,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,
48001,2022,Texas,Anderson,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,
48003,2016,Texas,Andrews,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,0
48003,2017,Texas,Andrews,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,0
48003,2018,Texas,Andrews,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,0
48003,2019,Texas,Andrews,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,0
48003,2020,Texas,Andrews,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,
48003,2021,Texas,Andrews,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,
48003,2022,Texas,Andrews,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,
48005,2016,Texas,Angelina,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,0
48005,2017,Texas,Angelina,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,0
48005,2018,Texas,Angelina,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,0
48005,2019,Texas,Angelina,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,0
48005,2020,Texas,Angelina,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,
48005,2021,Texas,Angelina,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,
48005,2022,Texas,Angelina,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,
48007,2016,Texas,Aransas,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,0
48007,2017,Texas,Aransas,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,0
48007,2018,Texas,Aransas,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,0
48007,2019,Texas,Aransas,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,0
48007,2020,Texas,Aransas,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,
48007,2021,Texas,Aransas,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,
48007,2022,Texas,Aransas,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,
48009,2016,Texas,Archer,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,0
48009,2017,Texas,Archer,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,0
48009,2018,Texas,Archer,1,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1,0
